artist_name,track_name,release_date,genre,lyrics
Cam'ron,Spend the Night,2009,rap,"Some girls say that I'm the cutest, others say I'm the rudest Meditate like a Buddhist expose em like a nudist I'm Jesus, they Judas, my diamonds: the bluest Got the answers, they clueless, Ashanti-foolish I'm with a stewardess, mami say a ""flight attendant"" Called her a ""stupid bitch"". Sorry? Nah, I might have meant it See I'm type: demented. 4 mil? I might have spent it But I got It back right back, yeah yeah my life is splendid Me and mommy drinking, drinking to the point she hurls I'm bout to swirl the whirl-whirl, want to join me girl? The clothes: from Italy, the coat: from Sicily I'm talking literally, (c'mon now stop kidding me) I don't kid at all, I get it all, get rid of it all Come and stay with me, oh, where I live? The mall Banker banker, dealership, and the rim shop You know who him, slim, before MIMS I been hot   Baby come and play and lay and Stay with me, girlfriend I'll change your life"
Lil Wayne,Mrs. Officer,2008,rap,"Ayy Ayy (yeah) Hey (yeah) Ayy, ayy, ayy (Valentino) Woo woo woo! (yeah, yeah) yeah yeah yeah (Yeah, yeah) Woo woo woo! (yeah) yeah yeah yeah (Yeah) Woo woo woo! Yeah yeah yeah (Yeah, yeah) Woo woo woo! (Bobby Valentino)   When I get up all in ya (yeah) We can hear the angels calling us (chyeah) We can see the sunrise before us (yeah) And when I'm in that thang, I'll make that body sang (Deezle on the beat) I make it say Wee-ooh-wee-ooh-wee (ay) wee-ooh-wee-ooh-wee (ay) Wee-ooh-wee-ooh-wee (like a cop car) Wee-ooh-wee-ooh-wee, wee-ooh-wee-ooh-wee (ay) Wee-ooh-wee-ooh-wee (haha) I make ya say"
Clipse,Grindin Remix,2002,rap,"What's the size of them rims on that car nigga, huh? (Grindin!) Can they see that chain from afar nigga, huh? (Grindin!) What'cha game be like? (Grindin!) What'cha chain be like? (Grindin!) So what'cha name be like? (Grindin!) Ma, it don't get more ghetto than this   You see I'm grimey-minded, you've been blinded Lookin for a beat like mine, you can't find it You hear the Clipse and N.O.R.E., gotta rewind it (beep beep!) Nowadays you get on the run and get finded (Grinding!) You know I got guns Why you actin like my daughters? You know I got sons (Grinding!) Nah, we won't speak fam Aiming at ya collar bone, hit ya in ya cheek fam Grinding!   From ghetto to ghetto to backyard to yard"
Lil Wayne,Weezy Baby,2005,rap,"Yeah My girl get in at 1:15 a.m. (Yeah) The guitar's cryin' right now Just a couple things that's goin' on in my life, you know? Yeah   Brim leanin' (Yeah), cup tilted (Yeah) Blunt flickin' (Yeah), get money, fuck bitches (Hah) Young Weezy (Woah), young pimpin' (Ow), she love it (Yeah) I keep goin', she keep cummin', what you know 'bout it? (Nothin') So 'bout it (Yeah), like Master P (Who?) But no coward (Uh-uh) No, I am no Howard the Duck, duck (Baow) Lead showers (Yeah), black flowers (Yeah) Black dresses (Yeah), two hours (Yeah) Closed casket, uh (Aw) My dough tactics is so crafty (Yes) No laughter (Uh) I do that after I get the dough, bastards (Stupid)"
Missy Elliott,The Rain Supa Dupa Fly,1997,rap,"Run the track   Me I'm super fly, super dupa fly (I can't stand the rain) Supa dupa fly Me I'm super fly, (against my window) super dupa fly (I can't stand the rain) supa dupa fly Me I'm super fly, (against my window) super dupa fly (I can't stand the rain) supa dupa fly Me I'm super fly, (against my window)   When the rain hits my window I take and *cough* me some indo Me and Timbaland, ooh, we sang a jangle We so tight that you get our styles tangled Sway on dosie-do like you loco Can we get kinky tonight? Like Coko, so-so You don't wanna play with my Yo-Yo"
Chamillionaire,Rain,2005,rap,"I was sitting back, and I was thinking man I ain't even trying to deal with this shit no more, you know Cham' I don't know what to do yo, ya know Seem like everytime a nigga make one step man Nigga take two steps back, you feel me   They told me that pain was just in the brain, the irony of that Cause that was the slogan showing, when they tried to see my tats Never knew what was in the skin would finally be a fact Feeling like mother nature's right behind me with a Gat Take that, the rain's loud on the window when it taps To help with the time I thought that I could finally be relaxed Tired of being poor, yeah, trying to leave the rats Walk out to see the 3 of your tires that be on flat And that one tire left's a sign of hope That helps you to keep on grinding when you kinda broke That helps you to keep composure up around your folk That keeps you from trying to wrap a rope around your throat Don't choke, you feeling like giving up"
Lil Wayne,3 Peat,2008,rap,"Yessir! They can't stop me Even if they stopped me... Hahahah, yeah   I'm on it, ooh, I'm on it I'm so on it, and however you want it You can get it tonight ho, and all night ho I get the beat from (Maestro), a-fuckin' right, ho!   I might go crazy on these niggas, I don't give a motherfuck Run up in a nigga house and shoot his grandmother up What! What! I don't give a motherfuck Get your baby kidnapped and your baby-mother fucked It's Tha Carter 3, bitch, better put your supper up Hollygrove, I throw it up like I'm trying to lose my gut Fuck is up? Beat him up like a million uppercuts Got a million duffled up for the fuck of it, shit"
Fat Joe,Make It Rain Remix,2007,rap,"Woo! Roxanne! It's Kells, bitches (Owwwww!) You don't have to turn off the red light Hahah, chyeah! (Scotty) Chyeah! I'm in the building! (Let's make it rain on these niggas) I see you Joey (Crack) Remix!   Yeah, I'm in this bitch with the Terror Got a handful of stacks Better grab an umbrella (Remix!) I make it rain, I make it rain I'm in this bitch with the Terror (We The Best) Got a handful of stacks Better grab an umbrella (Let's go!) I make it rain, I make it rain (Oh!) Make it rain on them hoes (Remix!) I make it rain, I make it rain (Oh!) I make it rain on them hoes (Remix!) I make it rain, I make it rain (Oh!)"
Kanye West,All Falls Down,2004,rap,"Oh, when it all, it all falls down Yeah, this the real one, baby I'm tellin' you all, it all falls down Uh, Chi-Town, stand up! Oh, when it all, it all falls down Southside, Southside We gon' set this party off right I'm tellin' you all, it all falls down Westside, Westside We gon' set this party off right Oh, when it all   Man, I promise, she's so self-conscious She has no idea what she doin' in college That major that she majored in don't make no money But she won't drop out, her parents'll look at her funny Now, tell me that ain't insecurr The concept of school seems so securr Sophomore, three yurrs, ain't picked a carurr"
The Notorious B.I.G.,One More Chance / Stay With Me Remix,1995,rap,"Don't go, don't go, don't go (Baby, don't go) I love you, so (One more chance) Biggie, give me one more chance (One more chance) Biggie, give me one more chance   First thing's first — I, Poppa, freaks all the honeys Dummies, Playboy bunnies, those wantin' money Those the ones I like 'cause they don't get Nathan but penetration Unless it smells like sanitation Gar-bage, I turn like doorknobs Heart throb — never Black and ugly as ever However, I stay Coogi down to the socks Rings and watch filled with rocks And my jam knock in your Mitsubishi Girls pee-pee when they see me Navajos creep me in they teepee As I lay down laws like I lay carpet Stop it — if you think you gonna make a profit"
JAY-Z,Money Cash Hoes,1998,rap,"Turn the lights all the—turn the lights all the way down (Yeah) What? (Yeah, yeah, yeah) Uh-huh, yeah (Uh) C'mon, uh-huh, such a deep flow (Grrr...) C'mon, yeah, c'mon, yo, yo   J-A-Y, I flow sick (Uh) Fuck all y'all haters, blow dick I spits the game for those that throw bricks Money, cash, hoes, money, cash, chicks (What?) Sex, murder and mayhem; romance for the street (Uh-huh) Only wife of mines is a life of crime, and since Life's a bitch in mini-skirts and big chests How can I not flirt with death? That's That's life's enigma, long as life within us We gon' sin a lot and pray that Christ forgive us, fuck it Ice the wrist and raise the price on these niggas Y'all can't floss on my level I'll invite you all to get with us if your ball is glitter"
Nas,N.Y. State of Mind,1994,rap,"Yeah, yeah Ayo, Black—it's time, word (Word, it's time, man) It's time, man (Aight, man, begin) Yeah—straight out the fuckin' dungeons of rap Where fake niggas don't make it back I don't know how to start this shit, yo—now;   Rappers; I monkey flip 'em with the funky rhythm I be kickin', musician inflictin' composition Of pain, I'm like Scarface sniffin' cocaine Holdin' an M16, see, with the pen I'm extreme Now, bullet holes left in my peepholes I'm suited up with street clothes, hand me a 9 and I'll defeat foes Y'all know my steelo, with or without the airplay I keep some E&J, sittin' bent up in the stairway Or either on the corner bettin' Grants with the cee-lo champs Laughin' at base-heads, tryna sell some broken amps G-packs get off quick, forever niggas talk shit Reminiscin' about the last time the task force flipped"
Junior M.A.F.I.A.,Gettin Money Get Money Remix,1996,rap,"Mafioso, mafioso Mafioso, what? Uh Mafioso, uh Mafioso, uh, mafioso, what? Uh (Check)   How you figure that your team can affect my cream? Gold and Platinum plaques since I stepped on the scene Nah mean? Peep the scene, jacuzzi full of women (Uh) She hitting me and him and him, much love like Wimbledon While niggas screaming killa, I'm overseas in my villa With my masseuse, nothing illa Frank switched the plan, cop the Lexus Land C-Gutta, Roc-A-Fella, 400s and better (Uh, uh) Lil' Cease push threes with five in his eyes Knocking ""Not Gon' Cry"" by Mary Blige I die for my niggas packing steel, chickenheads with sex appeal Reveal sexual acts up in Capone's Ac' (What?) The chocolate don, watch the M.A.F.I.A. shine (Uh) Girls, get your own can't touch a dime of mine"
JAY-Z,Allure,2003,rap,"Young! It's the life Once again it's the life, yes I don't know why, I.. get so high oh It's intoxicating, man, y'all don't know why you do what you do Get so high oh, get so high, high off the life   The allure of breaking the law Was always too much for me to ever ignore I've got a thing for the big-body Benzes, it dulls my senses In love with a V-Dub engine Man, I'm high off life, fuck it, I'm wasted Bathing Ape kicks, Audemars Piguet wrist My women-friends get tennis bracelets Trips to Venice, get their Winters replaced with The sun...it ain't even fun no more, I'm jaded Man, it's just a game, I just play it to play it I put my feet in the footprints left to me Without saying a word, the ghetto's got a mental telepathy Man, my brother hustled so, naturally"
Jadakiss,Why?,2004,rap,"Haha! Is that real!   Yo, why is Jadakiss as hard as it gets? Why is the industry designed to keep the artist in debt? And why them dudes ain't ridin' if they part of your set? And why they never get it poppin' but they party to death? Yeah, and why they gonna give you life for a murder? Turn around, only give you eight months for a burner? It's goin' down; why they sellin' niggas' CD's for under a dime? And if it's all love, daddy, why you come with your 9? Why my niggas ain't get that cake? Why is a brother up north better than Jordan That ain't get that break? Why you don't stack instead of tryin' to be fly? Why is rattin' at an all time high? Why are you even alive? (Why?) Why they kill 2Pac and Chris? Why at the bar you ain't take straight shots instead of poppin' Cris? (Oh, why?) Why them bullets have to hit that door? Why did Kobe have to hit that raw? Why'd he kiss that whore?"
Raekwon,Gihad,2009,rap,"Yeah One-two (You got that?) Yeah, let's go Silent King Yeah The big park shit You know how it go In them alleys (I'ma holler at you, though)   Since rap got locked right before we visit the '90s Chef in the kitchen, cooking up with the crimeys It's late fall, dime season We bought the crib next to Bill Clinton mother 'Cause she fuck with the Chinese They hitting niggas with hero'n It's fourteen of us with Beemers We won't stop pitching the Chevron"
Cormega,The Saga,2001,rap,"(Man talking) Yo Mega man, what's the deal son? (Mega) Yo son, whattup? (Man) Yo, I'm just sittin' here, zonin' out, thinkin' about how life is Yo, life's general for us, you know? how we livin' out here, you know Things we goin' through man, why we gotta go through this life, you know? (Mega) Life is an interlude to death son, you ever thought about that? (Man) Word, son. (echos out)   The saga begins I'm a reflection of the drama within The ghetto I live in, nigga's Moms on crack, Pops just disappeared The first time you get locked up who really cares? I see a little snotty nosed kid with his sneakers on backwards Sleep on a mattress. When I go to make a sale At times I wonder, are we goin' straight to Hell? Or does God realize we're tryin' to make it as well? My sleep is interrupted by food on the stove Not gun shots, we're immune to those Some of my friends' first bids are two to fours, others on the run with huge rewards Mothers watch sons walk through the door For the last time 'till they go view at the morgue"
Eminem,Yellow Brick Road,2004,rap,"What we have to do is deal with it when these individuals are young enough, if you will, to be saved, not in a religious sense, but not to constitute what this country at times calls (Yeah) their throwaway children We seem to be approaching (C'mon!) an age of the gross (*Burp*) We all have this idea that we should move up a little bit from our parents' station and each—and each generation should do a little bit better   All right, come on, let's cut the bullshit, enough Let's get it started, let's start addressin' this issue, and open it up Let's take this shit back to the basement and we can discuss Statements that's made on this tape and its whole origin of The music that we all know and love, the music we all enjoy The music you accuse me of tryin' to destroy Let's rewind it to '89 when I was a boy On the East Side of Detroit, crossin' 8 Mile into Warren Into hick territory; I'd like to share a story This is my story, and can't nobody tell it for me You have well informed me, I am well-aware That I don't belong here: you've made that perfectly clear I get my ass kicked damn near everywhere From Bel-Aire shopping center just for stoppin' in there From the black side all the way to the white side"
2Pac,To Live and Die in L.A.,1996,rap,"“Street Science, you’re on the air. What do you feel when you hear a record like 2Pac’s new one?” “I love 2Pac’s new record.” “Right, but don’t you feel like that creates tension between East and West? I mean, he’s talking about killing people, ‘I had sex with your wife’ — and not in those words. But he’s talking about, ‘I wanna see you deceased’…""   I love L.A No Doubt To live and die in L.A. (California) No matter what you say about Los Angeles It's still the only place for me It never rains in Southern California   To live and die in L.A Where everyday we try to fatten our pockets Us niggas hustle for the cash, so it's hard to knock it Everybody got they own thing, currency chasin' Worldwide through the hard times, worrying faces Shed tears as we bury niggas close to heart What was a friend, now a ghost in the dark"
Lil Wayne,I’m a Dboy,2005,rap,"Yeah Okay, I'm strapped Get 'em Black hat (Yeah), black shades (Yeah) Black diamonds (Yeah), oh, behave (Haha) No, he can't with the bucket seats back Got the paint job dope and the fuckin' seats crack   I'm a D-boy, bitch, I'm a D-boy Ho, I'm a dopeboy I got the scope in the Rove' for the jackboys I got money in my pocket, I got money on my block I got the money and the power I'm a D-boy, bitch, I'm a D-boy Ho, I'm a dopeboy I got the scope in the Rove' for the jackboys I got money in my pocket, I got money on my block I got the money and the power, I'm gone "
Cormega,Tony/Montana,2004,rap,"I play hard for nine innings, dressed in fine linen ‘Cause pussy is the best next thing besides winnin' All the positions I've been in couldn't explain how I'm livin' My vision, my intuition has risen Here, take a listen, I'm hittin' Up to bat with precision; see, I'm back in the kitchen Slinging crack to these pigeons, for the fact that I'm driven My linebackers is blitzin', send you packing, good riddance Trapped in this prison where snakes and rats is forbidden Keep my gun hidden, niggas is bitches signing petitions And they providing convictions See, I survive through the system under the livest conditions My riders ride on a mission For snitchin', you get your back blown right out of commission You'll be missin' like them crazy Christians And swimming with all the fishes Your Ms.'s will come and witness your body with hugs and kisses Now, tell me, is that nutritious? We party with chips and liquors Your wizzes is coming with us"
The Diplomats,Real Nis,2003,rap,"Uh, Dipset, Jim Jones, Freekey Aight, Santana man... Killa Let's do it man (Killa)   Ayo I argue with my mother, spring, summer, fall, winter time ""Get that off the table Cam'ron, it's dinner time"" I got a line downstairs ma, I'm in the grind From ten to nine, you do your business right, let me attend to mine You cooking pork anyway, I ain't into swine (at all) ""You out ya mind,"" nah, you don't know what's in my mind I'ma surpass crack, move on to NASDAQ But still my connects move anthrax on Amtraks   Ayo Cam before the cops rush, close the spot Load the Glocks they stunting, we control the block They frontin we throw 'em shots and laugh at 'em Shots from the .44 magnum, that's how we get back at 'em Trap 'em, grab 'em and clap at 'em (fucka)"
JAY-Z,Thank You,2009,rap,"Thank you, thank you very much for coming out this evening   Thank you, thank you, thank you, you're far too kind Hold your applause, this is your song, not mines   Thank you, thank you, thank you, please hold your applause For I just applied logic—keys, keys open doors Now I'm balcony, opera, black tux, binocular Black Luxe, stop it, I shouldn't be so popular Name keep poppin' up, face keep poppin' up On the tube, I'm just watchin' Pacquaio box 'em up How would I know HBO would get a shot of us? Sittin' so close that we almost got snot on us Please don't bow in my presence—how am I a legend? I just got ten #1 albums, maybe now eleven? More hits than a Now 11; that is no reason To treat me like I'm somehow from outta heaven Heaven knows that I've made my mistakes"
Fatlip,Whats Up Fatlip?,2003,rap,"Feelin' downtrodden, fresh kid turned rotten I can't believe how naive that I've gotten Over the years seems like I'm gettin' dumber Reminiscing to a time when I was younger with a hunger Full of dreams, determination, self-esteem But now it seems they hesitate to be on my team You know the routine, when you winnin' they're grinnin' All up in your face, like they was wit' you from the beginnin' But on the flipside, when you're washed up like a riptide Fools clown 'bout how you slipped and let shit slide Beside the fact, my voice is wack Clowns is runnin' 'round, talkin' 'bout I smoke crack Ain't got no homies that got my back Yeah I'm a brother, but sometimes I don't feel black My girl is white, my game ain't tight Niggas who ain't seen me in a while be like ""Dude, you aight?""   Who am I kiddin', who am I foolin' When they be like ""What's up Fatlip?,"" and I say ""Coolin'"""
Cam'ron,Get Em Girls,2004,rap,"Killa.. let's go I get the boosters boosting, I get computers 'puting Y'all get shot at; call me, I do the shooting I do the recruiting, I tutor the students I nurture their brain, I'm moving the movement Whether Buddhist or Buddha, that's Judas or Judah I got Luger to Ruger, hit from Roota to Toota Chick from hooter to hooter, I put two in producers I'm the real ball story, the loser of ""Hoosiers"" I rock mostly dosey, I roll mostly dolie I'll leave you wholly-holey, you'll say holy moly Here come the coroner, get em, play Rollie Pollie I'll tell you true stories, how I coldly hold heat When it's repping time, I get on extra grind Fried to fricassee, Pepperseed to Pepperdine Jeff Hamilton, Genesis, leather time Bitches say I'm the man, I tell em never mind   They getting nice, they got some ice"
Bone Thugs-N-Harmony,Tha Crossroads D.J. U-Neeks Mo Thug Remix,1996,rap,"Bone, Bone, Bone, Bone Bone, Bone, Bone, Bone, Bone Now tell me, what ya gonna do (Now, tell me what...) When it ain't nowhere to run When judgment comes for you When judgment comes for you? Now tell me, what ya gonna do (Now, tell me what...) When it ain't nowhere to hide When judgment comes for you 'Cause it's gonna come for you?   Dead souls, nigga, this for Wally Eazy, C's Uncle Charlie Little Boo, but God's got him And I'm gonna miss everybody I done rolled with blows like AIDS Looked at him while he laid and prayed"
MF DOOM,Angelz,2006,rap,"Yeah, that's right It's not a Hardy Boy mystery neither This is real shit This shit come on right after Hart to Hart y'all No doubt, seven o'clock Fantasy Island This episode is ""Death to a Brooklyn Man"" And this is Tony's Angels, aiyyo   It was three white bitches who worked for Tony Starks Undercover agents, far beyond narcs Amazed by their beauty marks, Wonder Woman bracelets Knee-high boots that was made by Clarks My dick got hard at how they spoke and shit Every language was music to the kid as if I was modern day King Midas Doreen, Skye and Kelly, Starky's Angels, Shaolin's finest Though it happened in the streets of Brooklyn Plus I played the whip real low cause my face was woofin' My Angels jetted out of Albee Square, gun out, wrap in their hair"
The Diplomats,Crunk Muzik,2004,rap,"Yeah! Ay! Dip-Set! Come on Black-out, lets do it Dip, dip-set! Dip, dip, dip, dip-s Dip, dip, dip, dip-s Dip, dip, dip, dip   Now this here is that bomb diggy (Diggy) Diggy dang, the dons with me Killa, he'll kill a nigga you thinkin' bout harming me Capo's corrupted (Yup), he's the wrong vato to fuck with (Yup) Labeled and known as a young Pac to the public And me, Human Crack in the flesh (Flesh) I'm the last of the best (Best) One word to describe me (What?), spectacular, yes So stay calm shorty, when you see that palmed .40 (.40?) I'll pop it slow, you'll rock and roll, like Bon Jovi So don't fool with the click (Ayy) Don't fool with the Dips (Ayy)"
Nas,Halftime,1992,rap,"(Right… Right…) Check me out y'all Nasty Nas in your area About to cause mass hysteria   Before a blunt, I take out my fronts Then I start to front, matter of fact, I be on a manhunt You couldn't catch me in the streets without a ton of reefer That's like Malcolm X catchin' the Jungle Fever King poetic, too much flavor, I'm major Atlanta ain't Brave-r, I pull a number like a pager ‘Cause I'm a ace when I face the bass 40-side is the place that is givin' me grace Now wait, another dose and you might be dead And I'm a Nike-head, I wear chains that excite the Feds And ain't a damn thing gonna change, I'm a performer, strange So the mic warmer was born to gain Nas, why did you do it? You know you got the mad-phat fluid when you rhyme"
Nas,The World Is Yours,1994,rap,"(It's yours) Whose world is this? The world is yours, the world is yours It's mine, it's mine, it's mine—whose world is this? (It's yours) It's mine, it's mine, it's mine—whose world is this? The world is yours, the world is yours It's mine, it's mine, it's mine—whose world is this?   I sip the Dom P, watchin' Gandhi 'til I'm charged, then Writin' in my book of rhymes, all the words past the margin To hold the mic I’m throbbin', mechanical movement Understandable smooth shit that murderers move with The thief's theme, play me at night, they won't act right The fiend of hip-hop has got me stuck like a crack pipe The mind activation, react like I'm facin' Time like Pappy Mason, with pens I'm embracin' Wipe the sweat off my dome, spit the phlegm on the streets Suede Timbs on my feets makes my cipher complete"
Bone Thugs-N-Harmony,Thuggish Ruggish Bone,1994,rap,"We're not against rap, we're not against rappers But we are against those thugs (thugs, thugs, thugs)   It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone   You're feelin' the strength of the rump, step up Hear the funk of the jump that the thugstas feel Just be thuggin', straight buzzin' Lovin' your peoples cause we so real Chill, better bring your weapon when steppin' Bring on that ammunition, trip and don't slip Not to mention, never knew no competition But I gotta get mine So scream out ""Mo'!"" and let me hear ya holla Not about that mighty dollar"
Clipse,Keys Open Doors,2006,rap,"Keys open doors, keys open doors Keys open doors, keys, keys open doors   Yuugh, make your skin crawl Press one button, let the wind fall Who gon' stop us? Fuck the coppers, the mind of a kilo shopper Seein' my life through the windshields of choppers I ain't spent one rap dollar in three years, holla Money's the leash, drag the bitch by a dog collar Now, ho, follow This is my ghetto story like Cham, Ice-P is the Don Dada Open the Frigidaire, twenty-five to life in here So much white you might think your holy Christ is near Throw on your Louis V millionaires to kill the glare Ice trays? Nada, all you'll see is pigeons paired The realest shit I ever wrote, not Pac inspired It's crack pot inspired, my real niggas quote Bitch, never cook my coke, why? Never trust a ho with your child"
J. Cole,Back to the Topic Freestyle,2010,rap,"Yeah, nigga I'ma go ahead and murder this shit Voice gone and shit, I think it's gon' make it sound a lil' A lil' ill, just a lil' iller Yeah, Fayettenam, nigga, yeah   Carolina blue kicks, pedal to the metal Feeling like a puppet and the Devil is Geppetto Letter to the ghetto, hold your head high You can pick apart my raps, I ain’t told ya nan lie My world a little darker like a fuckin' tan line Go on look for a better nigga, girl you can’t find Fine young man with an old man mind No time for the chick who fucked the whole mankind Aw, no ma'am, I’m an old land mine I been waiting to blow up for a long damn time Now I’m armed and I’m, Fayettenam’s finest Carolina’s savior, marijuana blazer Only on occasion 'cause my mind be racin'"
Pill,Glass,2009,rap,"Every morning I wake up, I'm thanking God for the day But then it's back to the trap slangin the hardest of yay Ask for forgiveness because I know this ain't livin that I'm livin Cool decision that easily let a nigga in prison A vision of having better days Instead the reality of me serving several jays I ask for help, please Get me up off these corners, I can't see myself leave Stuck in this world of crack smoke and hoes on they knees I seen him bleeding on the ground and I said a prayer Please don't take him lord--thats my partner--cause we need him here He got some children and a momma who love him dear Why we hustle and people struggle, you ain't made that clear And so its back off to the streets, and I'm callin them home I black out all the people preachin, callin my phone I got these dimes on my mind, and I'm all in the zone Cause when you broke motherfucker, yes you fallin alone   There's been times I don' cried cause I was down on my luck"
J. Cole,Just to Get By,2009,rap,"""That was the warm up, that was the warm up, baby Aight, Elite, for real, one take, dawg, and I'm up outta here One, yup, yeah.""   Lord, please forgive me for my sinning I ain’t saying that I’m finished, but I’m praying in advance Cause the way her eyes glance like they playing in my pants Yeah, ball game I swear the hoes wasn’t in my plans when a nigga took the chance and came to the big city My beat machine the only fucking thing I had with me Like Bobby had Whitney, we was cooking up crack But them fifteen credits had a nigga off track Picture that, best rapper since Lil Wayne in classes The best bachelor since Bruce Wayne with his bachelor’s But mastered this rap shit You hear the words coming from my lips bastards I never crack, I got that Chapstick I practiced till that shit made perfect and served it to the people on a silver platter Now where’s the ladder?"
OutKast,Elevators Me  You,1996,rap,"One for the money, yes, sir, two for the show A couple of years ago on Headland and Delowe Was the start of something good Where me and my nigga rode the MARTA through the hood Just tryna find that hookup Now, every day, we looked up at the ceiling (Yuh) Watching ceiling fans go 'round, tryna catch that feeling off instrumentals Had my pencil, and plus, my paper We caught the 86 Lithonia, headed to Decatur Writing rhymes, tryna find our spot off in that light Light off in that spot, knowing that we could rock Doing the hole-in-the-wall clubs, this shit here must stop Like, ""Freeze!"" We making the crowd move, but we not making no G's, and that's a no-no   Check it, a-one-two, a-one ""Two dope niggas in the Cadillac,"" they call us Went from ""Player's Ball"" to ballers Putting the South up on the map was like Little Rock to banging Niggas say, ""Motherfuck that playin',"" they payin', we stayin', layin' vocals"
Trillville,Neva Eva Get On My Level,2003,rap,"What, uh What?! You can't! You can't It's Trillville ho, Lil Scrappy ho, it's BME ho Let's go!   Get on my level ho   Bitch nigga you can neva eva Eva eva Eva eva, eva eva eva eva Get on my level ho (What!) Get on my level ho (What!) Get on my level ho (What!) Get on my level ho (What!) Bitch nigga you can neva eva Eva eva Eva eva, eva eva eva eva Get on my level ho (What!)"
The Game,Hate It or Love It,2005,rap,"Yeah, let's take 'em back Uh-huh   Coming up I was confused, my mommy kissing a girl Confusion occurs coming up in the cold world Daddy ain't around, probably out committing felonies My favorite rapper used to sing, ""Check, check out my melody"" I wanna live good so, shit, I sell dope For a four finger ring, one of them gold ropes Nana told me if I passed I'd get a sheepskin coat If I can move a few packs I'd get the hat, now that'd be dope Tossed and turned in my sleep that night Woke up the next morning, niggas had stole my bike Different day, same shit, ain't nothing good in the hood I'd run away from this bitch and never come back if I could   Hate it or love it, the underdog's on top And I'm gon' shine, homie, until my heart stop"
Heene Boyz,Not Pussified,2009,rap,"""I hate these pajamas! These pajamas aren't stitched for me!"" ""Pajamas are pussified!""  Ah, whoa Listen to our story 'bout three school kids We're on Wife Swap, we're not some pigs We go storm chasin' with Mom and Dad And a tornado would make us glad We eat Slim Jims, we're out in the road Drop our pants, take a big load  Texas, Colorado, Dallas, Amarillo South Dakota, North Dakota and Kansas City, too Oklahoma City, girls got big, ah Gainesboro, Wichita, Omaha, too Half past the monkey's ass, quarter to his balls Yeah  We chase dust devils, get sand in our pants"
Kid Cudi,Day ‘N’ Nite Nightmare,2008,rap,"Uh, uh, uh, uh Uh, uh   Day and night I toss and turn, I keep stressing my mind, mind I look for peace, but see, I don't attain What I need for keeps, this silly game we play, play Now look at this Madness the magnet keeps attracting me, me I try to run, but see, I'm not that fast I think I'm first but surely finish last, last   'Cause day and night The lonely stoner seems to free his mind at night He's all alone through the day and night The lonely loner seems to free his mind at night, at, at, at night Day and night The lonely stoner seems to free his mind at night"
Yo Gotti,5 Star Remix,2009,rap,"Chea! (Yeah) Ay, you know I'm lookin' for a five-star bitch, talkin' bout (Burr! Burr!) I'm talkin' homegirl Be lookin' like she just stepped outta magazine (Gucci!) If your credit score high, feet and nails stay fly Keep your juice box wet, and your head somethin' fine This time, it's gonna be somethin' serious (yeah!) I want a five-star bitch, I need a five-star bitch I need a five-star bitch, I want a five-star bitch   Gotti, here go twelve bars, Gucci Mane got nine cars We don't call 'em dimes no more, '09 we call 'em five stars I'm a five-star nigga, this a five-star clique That's a 645, this that new M6 Pay her bills, get her hair fixed, might even pay her rent And the way she give it to me, best money I ever spent Hey, I can't even lie, I'm so super high Do not need her, will not keep her unless she is fly Gucci Mane's a thug, B; your man is a scrub, see"
T.I.,Rubber Band Man,2003,rap,"(Ay, who I'm is?) Rubberband man, wild as the Taliban 9 in my right, 45 in my other hand (Ay, who I'm is?) Call me Trouble Man, always in trouble, man! Worth a couple hundred grand, Chevys all colors, man   Rubberband man, like a one-man band Treat these niggas like the Apollo and I'm the Sandman Tote a hundred grand, cannon in the waistband Looking for a sweet lick? Well this is the wrong place, man 7-time felon, what I care about a case, man? I'm campaigning to bury the hate so say ya grace, man Ay, I don't talk behind a nigga back, I say it in his face I'm a thoroughbred nigga, I don't fake and I don't hate Check my resume, nigga, my record's impeccable Anywhere in the A nigga how T.I.P. is highly respectable And in the M.I.A. nigga, I'm tryna keep it professional Cause all this tongue rustling finna have me snappin, I'm telling you From the bottom of the Duval, Cakalacky to New York And everybody showing me love, that's one to you all"
JAY-Z,Ignorant Shit,2007,rap,"Ugh, ugh, yessir! Just the sound of his voice is a hit, hehe Y'all niggas got me really confused out there I make ""Big Pimpin'"" or ""Give it 2 Me,"" one of those, y'all hail me as the greatest writer of the 21st century I make some thought-provoking shit, y'all question whether he fallin' off I'ma really confuse y'all on this one Follow!   When them tops come down, chicks' tops come down Like when them shots come out, make cops come around When them blocks come out, I can wake up a small town Finish off the block, then I make my mall rounds Stares get exchanged, then the fifth come out The tough guy disappear, then the bitch come out ""That's him!""—I'm usually what they whisper 'bout Either what chick he with, or his chip amount 'Cause I been doin' this since CHiPs was out Watchin' Erik Estrada, baggin' up at the Ramada Table full of powder, A/C broke"
